小区名称,均价,区域,板块,地址,物业公司,开发商,楼栋总数,房屋总数,经度_百度坐标,纬度_百度坐标,经度_WGS1984坐标,纬度_WGS1984坐标,metro,year,buildingType,propertyExpense
江北第一府西苑,10861,黄陂,前川,(黄陂前川)黄陂大道332号,湖北港仁物业发展有限公司,暂无信息,13,576,114.36896349954,30.885089738999,114.35698892397,30.8809167693506,0,2007,1,1.2
九坤翰林苑,10873,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡甸大街九坤翰林苑,武汉九坤捷诚物业管理有限公司,武汉九坤房地产集团有限公司,10,1748,114.024088,30.580407,114.012030785098,30.5766415032792,0,2015,3,1.6
摩天逸品,10873,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡甸大街810号,武汉天乐物业管理有限公司,武汉天韵房地产开发有限公司,2,684,114.03671584958,30.577275641392,114.024570685613,30.5736859189921,0,2011,2,1.0
大拇指广场,10886,蔡甸,蔡甸其它,(蔡甸蔡甸其它)汉阳大街大拇指广场,武汉新久物业管理有限公司,武汉市新久房地产开发有限公司,5,746,114.062821,30.571131,114.050533583838,30.5678115392034,0,2015,3,1.96
长泰花园,10888,江夏,文化大道,(江夏文化大道)文化路9号,暂无信息,暂无信息,8,480,114.318564,30.408552,114.306544900155,30.4052875657937,0,0,3,1.2
府河明珠,10898,黄陂,汉口北,(黄陂汉口北)贯泉路1号,业主自筹物业,武汉源兴房地产开发有限公司,3,192,114.326156,30.696822,114.314161551324,30.693354546149,0,2008,2,0.4
宜鑫公寓,10901,黄陂,汉口北,(黄陂汉口北)汉黄路宜鑫公寓,业主自筹物业,暂无信息,2,44,114.31969295139,30.698031938,114.307684453217,30.6946630084299,0,2006,1,2.3
梅艳新村,10903,硚口,古田,(硚口古田)古田二路南边古文街肖家墩280号,业主自筹物业,无开发商,8,589,114.19456157988,30.59679845454,114.182436944088,30.5935026924135,0,2007,1,0.55
海滨城二期丽港新都,10910,沌口开发区,沌口,(沌口开发区沌口)后官湖大道海滨城路1号,武汉海滨花园物业管理有限公司,武汉广厦经济发展有限公司,1,472,114.141938,30.487349,114.129817401021,30.4834487393579,0,2012,2,1.5
东鑫鑫海花城东区,10912,东西湖,金银湖,(东西湖金银湖)三店中路,无物业管理服务,无开发商,49,1909,114.15093792631,30.653704287812,114.138776159852,30.6498914708767,0,2004,1,0.6
华庭公寓,10914,江岸,百步亭,(江岸百步亭)百步亭花园路华庭公寓,暂无信息,暂无信息,1,131,114.322323,30.658372,114.310296193978,30.6549770151147,21,2013,1,3.5
富丽畅馨园,10930,江夏,江夏其它,(江夏江夏其它)武昌大道832号,业主自筹物业,湖北富丽园集团有限公司,12,407,114.320282,30.367975,114.308282452263,30.3646992177622,0,2006,1,1.2
F阳光城,10931,黄陂,盘龙城,(黄陂盘龙城)黄陂区盘龙城经济开发区巨龙大道F、阳光城,暂无信息,暂无信息,19,2515,114.298116,30.709362,114.286114734649,30.7060655848467,0,2008,3,1.2
金家6号尚品,10935,蔡甸,蔡甸其它,(蔡甸蔡甸其它)茂兴路6号,暂无信息,暂无信息,3,220,114.04452503009,30.576599560431,114.032325432528,30.5731247713145,0,2008,1,1.2
中国核建锦城,10945,蔡甸,蔡甸其它,(蔡甸蔡甸其它)汉蔡高速中国核建锦城,长城物业管理公司,武汉核建房地产开发有限公司,27,2868,114.063613,30.566547,114.051322424939,30.5632295608339,0,2010,3,1.89
阳光丽景,10953,沌口开发区,沌口,(沌口开发区沌口)联城路22号,暂无信息,暂无信息,8,495,114.163355,30.499036,114.151179935386,30.495518030761,0,2001,3,1.0
惠民苑三期,10954,汉阳,王家湾,(汉阳王家湾)金福路14号,暂无信息,暂无信息,8,1216,114.178534,30.592909,114.166366281448,30.5895861583122,0,1998,1,1.5
中城时代五期,10956,黄陂,盘龙城,(黄陂盘龙城)巨龙大道55号,武汉招商局物业管理有限公司,武汉锦万佳置业有限公司,8,805,114.293476,30.707288,114.28149158156,30.7039543249622,0,2015,1,1.0
鹦鹉大道275号,10966,汉阳,钟家村,(汉阳钟家村)鹦鹉大道275号,无物业管理服务,无开发商,1,30,114.26936980881,30.53537191542,114.25748369959,30.5317278227693,0,1986,2,-1.0
畔山庭院,10977,武昌,中南丁字桥,(武昌中南丁字桥)武珞路23号,业主自筹物业,无开发商,4,135,114.352848,30.536556,114.340912648266,30.5326594039269,2,2000,3,1.2
湖墅观止六组团,10987,蔡甸,蔡甸其它,(蔡甸蔡甸其它)天鹅湖大道湖墅观止六组团,暂无信息,暂无信息,1,152,114.1281156135,30.523951789427,114.115977409385,30.5199181561632,0,2011,1,1.2
软件学院小区,11010,硚口,宝丰崇仁,(硚口宝丰崇仁)宝丰一路,单位代管物业,武汉市市政建设集团有限公司,3,144,114.26014056385,30.588145339776,114.248306905282,30.5843567261877,0,1996,1,0.6
山水星辰,11015,东西湖,吴家山,(东西湖吴家山)吴家山金山大道特6号,武汉众泰物业管理有限公司,武汉众和置业有限公司,32,995,114.13241294169,30.634077726048,114.120266933846,30.6300215690845,1,2002,1,0.7
怡欣佳园,11018,江夏,江夏其它,(江夏江夏其它)兴新街219号,暂无信息,暂无信息,1,1,114.322446,30.353158,114.310465858825,30.3498571541077,0,2016,3,1.0
海天幸福小城,11025,沌口开发区,沌口,(沌口开发区沌口)珠山湖大道210号,武汉逸景物业管理有限公司,武汉海天实业集团有限公司,17,1796,114.141688,30.472284,114.129583136872,30.4683880819063,0,2014,1,1.8
锦程公寓,11028,沌口开发区,沌口,(沌口开发区沌口)芳草南路9,暂无信息,暂无信息,1,48,114.1887,30.520253,114.17653003415,30.5169933713436,0,0,2,0.46
金珠港湾,11029,东西湖,金银湖,(东西湖金银湖)金银湖南街特8号,湖北华生物业管理有限公司,湖北华生房地产开发有限公司,25,1166,114.19562943987,30.635139199639,114.183478236735,30.6318139397651,0,2005,1,1.35
鸿发大厦,11029,江夏,文化大道,(江夏文化大道)文化大道9号,暂无信息,暂无信息,2,388,114.317806,30.424358,114.305798107063,30.4211029763651,0,0,2,1.1
知音首府三期,11035,蔡甸,蔡甸其它,(蔡甸蔡甸其它)汉阳大道红光站,武汉高强物业服务有限责任公司,武汉市蔡甸农产品批发有限责任公司,2,460,114.061013,30.571252,114.048730587404,30.5679285521608,0,2016,1,1.2
松海苑,11040,沌口开发区,沌口,(沌口开发区沌口)联城路22号,暂无信息,暂无信息,7,253,114.16362151432,30.500507592667,114.151444716122,30.4969938094929,0,1999,1,0.6
名流人和天地三期,11041,黄陂,盘龙城,(黄陂盘龙城)巨龙大道88号,暂无信息,暂无信息,35,2512,114.281836,30.718653,114.269893228542,30.7151508458006,0,2004,1,0.75
北华街,11042,江夏,江夏其它,(江夏江夏其它)北华街1号,暂无信息,暂无信息,1,1,114.333485,30.364363,114.321523215251,30.3608609057231,0,0,0,-1.0
保和汉水湾,11062,汉阳,王家湾,(汉阳王家湾)琴台大道保和汉水湾,暂无信息,暂无信息,2,672,114.183676,30.582594,114.171523280541,30.5793119826198,0,0,0,-1.0
湖大琴园,11072,武昌,沙湖,(武昌沙湖)武车路湖大琴园,无物业管理服务,无开发商,13,1567,114.33487006797,30.579205076825,114.322911437122,30.5756234918494,7,2010,2,1.3
二桥军休所,11080,汉阳,王家湾,(汉阳王家湾)玫瑰园路65号,暂无信息,暂无信息,1,12,114.22183,30.571834,114.209897976561,30.568188515412,0,1989,1,-1.0
汉飞洋房印象,11083,黄陂,盘龙城,(黄陂盘龙城)汤仁海湖畔（盘龙大道旁）,武汉恒卓物业管理有限公司,汉飞投资控股集团有限公司,21,1517,114.255561,30.689526,114.243730021933,30.6856485683203,0,2015,1,1.5
风度柏林,11087,东湖高新,光谷广场,(东湖高新光谷广场)光谷步行街,业主自筹物业,武汉市世界城置业有限公司,4,2004,114.41441973862,30.505477371152,114.402290462659,30.5020565525844,0,2011,1,1.2
园艺花城,11101,东西湖,吴家山,(东西湖吴家山)吴北路园丁村169号,业主自筹物业,武汉市金山房地产有限公司,26,861,114.15209817898,30.633332402086,114.139928149428,30.6295480928279,0,2007,1,0.38
书香名邸,11101,黄陂,前川,(黄陂前川)板桥大道333号,武汉市志云物业管理有限公司,武汉凌峰置业房地产有限公司,8,335,114.371259641,30.876636392422,114.359278604257,30.8724718692724,0,2008,1,0.8
黄狮海湾,11108,东西湖,金银湖,(东西湖金银湖)三店中路黄狮海湾,暂无信息,暂无信息,7,752,114.150413,30.647231,114.138248479325,30.6434100595241,0,0,0,-1.0
中环湖畔,11113,汉阳,王家湾,(汉阳王家湾)东风大道48号,武汉世纪万达物业管理有限公司,武汉爱佳置业有限责任公司,5,806,114.193309,30.531638,114.181162140001,30.528365648324,3,2009,1,1.3
商地小区,11117,东西湖,吴家山,(东西湖吴家山)吴家山四支沟,无物业管理服务,无开发商,10,389,114.14865755434,30.625507350317,114.136498274956,30.6216636196992,1,1998,2,-1.0
瓜堤后地,11147,汉阳,钟家村,(汉阳钟家村)瓜堤后地28号,暂无信息,暂无信息,2,46,114.271287,30.540365,114.259396859424,30.5367524489689,0,0,0,-1.0
古一社区,11160,硚口,古田,(硚口古田)南泥湾大道,无物业管理服务,无开发商,11,534,114.193243,30.609525,114.181098479788,30.6062273532998,1,1990,1,-1.0
碧湖新村,11162,沌口开发区,沌口,(沌口开发区沌口)三角湖路18号,暂无信息,暂无信息,74,2728,114.157404,30.50933,114.145234024514,30.5056934285714,0,1999,3,0.35
兴和嘉园,11167,江岸,后湖,(江岸后湖)岱家街531号,暂无信息,暂无信息,2,464,114.3259837859,30.676807158311,114.313981745964,30.6733496117976,0,0,1,-1.0
欣馨家园,11169,江夏,江夏其它,(江夏江夏其它)兴苑街90号,武汉晨兴物业管理有限公司,武汉新鸿发房地产开发有限公司,9,330,114.32833,30.367404,114.316349587508,30.3639986645987,0,2008,1,0.5
东建金海湾,11175,东西湖,金银湖,(东西湖金银湖)吴家山金北一路原啤砖路,武汉博丰物业服务有限公司,武汉新东建集团地产有限公司,7,1358,114.154055,30.657619,114.141889361985,30.6538646090498,0,2015,3,1.65
天汇龙城三期,11176,黄陂,盘龙城,(黄陂盘龙城)盘龙城巨龙大道90号,武汉地产集团东方物业管理有限公司,武汉地产控股有限公司,8,1207,114.276941,30.716385,114.265024380494,30.7128011609248,0,2018,3,1.8
汉北水晶城二期,11179,黄陂,黄陂其它,(黄陂黄陂其它)汉北大道167号,武汉市志云物业管理有限公司,武汉滠阳投资有限公司,5,716,114.356636,30.724061,114.344700501034,30.7200433355646,0,2018,3,3.0
牛奶厂宿舍,11181,硚口,古田,(硚口古田)新墩三村1到11号,暂无信息,暂无信息,3,180,114.221233,30.611111,114.209269435041,30.6074535989282,0,0,1,-1.0
南望山小学,11188,东湖高新,光谷广场,(东湖高新光谷广场)气象北路北侧,暂无信息,暂无信息,1,42,114.403718,30.522911,114.391623338615,30.5193367625121,0,0,0,-1.0
九运大厦,11192,江岸,台北香港路,(江岸台北香港路)江汉北路34号,暂无信息,暂无信息,1,216,114.285435,30.595173,114.273488956154,30.5917831672013,1,0,3,-1.0
二道棚公安局住宅楼,11193,江汉,杨汊湖,"(江汉杨汊湖)常青一路二道棚公安局住宅楼, 站北新村2号",暂无信息,暂无信息,1,21,114.271464,30.63058,114.259552458319,30.626933101381,0,0,0,-1.0
银舵新都,11196,硚口,吴家山,(硚口吴家山)长丰乡舵落口48号,无物业管理服务,无开发商,3,220,114.17699031332,30.613374657655,114.164799967533,30.6100234016343,1,2009,1,1.2
盘龙水岸沁园,11208,黄陂,盘龙城,(黄陂盘龙城)腾龙大道9号（后湖大桥附近）,武汉市财苑物业管理有限公司,武汉第四建设集团盘龙房地产开发有限公司,61,871,114.275773,30.73411,114.263843201824,30.7304924356192,0,2011,1,0.8
华工镜湖园,11208,东湖高新,金融港,(东湖高新金融港)藏龙岛大道2号,武汉招商物业,武汉华工大学科技园发展有限公司,18,436,114.413075,30.436389,114.40098181872,30.4329785024136,0,2003,1,0.9
翰林苑,11212,黄陂,前川,(黄陂前川)双凤大道427号,武汉市硚房万事待物业管理有限公司,武汉万龙房地产开发有限公司,2,284,114.388903,30.879385,114.376851059926,30.8753957006405,0,2003,3,0.3
赫山路154号,11225,汉阳,七里庙,(汉阳七里庙)赫山路154号,暂无信息,暂无信息,1,37,114.227013,30.568139,114.215114204077,30.564416397873,4,0,1,-1.0
玫·汉口北城,11225,黄陂,黄陂其它,(黄陂黄陂其它)滠口街巨龙大道玫·汉口北城,业主自筹物业,暂无信息,3,15,114.357067,30.721772,114.34513432165,30.7177515512185,0,2005,3,0.4
碧波山庄,11250,蔡甸,蔡甸其它,(蔡甸蔡甸其它)后官湖大道152号,暂无信息,武汉易通房地产开发有限公司,91,629,114.12867,30.478403,114.116561550203,30.474390822447,0,2006,2,0.8
珞珈山公寓,11264,武昌,中南丁字桥,(武昌中南丁字桥)街道口珞珈山公寓,街道办事处（居委会）代管物业,暂无信息,1,55,114.356108,30.535521,114.344175940417,30.531584097497,2,1998,1,0.6
梨韵华府,11266,黄陂,黄陂其它,(黄陂黄陂其它)巨龙大道与明富街交汇口,武汉六本物业管理有限公司,武汉锋华秋实房地产开发有限公司,5,636,114.35939,30.728667,114.347451011315,30.7246196437608,0,2014,1,1.5
金荷花园,11279,沌口开发区,沌口,(沌口开发区沌口)联城西路金荷花园,暂无信息,暂无信息,12,303,114.16210366356,30.499190925096,114.149930789917,30.495649505678,0,2000,1,0.6
洪山南湖预制厂,11279,洪山,南湖沃尔玛,(洪山南湖沃尔玛)丁字桥南路洪山南湖预制厂,暂无信息,暂无信息,1,10,114.323943,30.503338,114.311925709982,30.4999732943487,7,0,1,-1.0
南湖康泰花园,11282,东湖高新,关西长职,(东湖高新关西长职)熊家咀南湖康泰花园,无物业管理服务,暂无信息,11,3437,114.390527,30.502452,114.378503737793,30.4986621513277,0,0,1,-1.0
四印小区,11290,武昌,杨园,"(武昌杨园)联盟路127号, 铁机村联盟路127号",暂无信息,暂无信息,2,64,114.366924,30.617163,114.354982050126,30.6131278473923,0,0,1,-1.0
香域华府,11291,黄陂,前川,(黄陂前川)百秀街与百泰路交汇处（黄陂区妇幼保健院旁）,武汉绅园物业管理有限公司,武汉盘龙新城投资有限公司,12,1568,114.376547,30.892355,114.364555465245,30.888211207847,0,2013,3,1.4
双馨苑,11293,黄陂,前川,(黄陂前川)百泰路双馨苑,业主自筹物业,中建三局第三建设工程有限公司,6,378,114.37436830715,30.892113407987,114.362383824622,30.8879551479287,0,2014,1,0.6
育才四村,11294,江岸,育才花桥,(江岸育才花桥)黄孝河路育才四村,街道办事处（居委会）代管物业,无开发商,4,221,114.2909010907,30.622787202308,114.278903329706,30.6194544641907,8,1993,2,-1.0
光谷时代广场,11295,东湖高新,关山大道,(东湖高新关山大道)光谷大道111号,戴德梁行（广州）物业管理有限公司,武汉新城置业发展有限公司,2,1056,114.42048356248,30.507532224376,114.408343775976,30.5041608272488,0,2010,1,2.2
南德榜样学府,11296,黄陂,盘龙城,(黄陂盘龙城)盘龙城刘店区盘龙一路路口新刘店学校旁（巨龙大道日月山水站附近）,湖北港仁物业发展有限公司,武汉南德置业有限公司,8,1663,114.311641,30.711644,114.299618254687,30.708346702768,0,2015,3,1.6
滨湖春天,11301,江夏,江夏其它,(江夏江夏其它)纸坊大街607号,暂无信息,暂无信息,3,42,114.335652,30.349044,114.323711625688,30.345504967786,0,2010,2,0.6
天汇龙城二期,11304,黄陂,盘龙城,(黄陂盘龙城)盘龙城巨龙大道90号,武汉地产集团东方物业管理有限公司,武汉地产开发投资集团有限公司,12,1685,114.276905,30.717099,114.264987854197,30.7135140151074,0,2017,1,2.06
台颐公寓,11310,江岸,台北香港路,(江岸台北香港路)云林街97号,业主自筹物业,无开发商,1,210,114.28436695893,30.598661074063,114.272422536673,30.5952526232353,7,1997,2,0.7
博大佳园,11312,东西湖,吴家山,(东西湖吴家山)吴家山107国道东西湖大道198号,无物业管理服务,无开发商,3,179,114.15462482504,30.625014817912,114.142452739988,30.6212832331876,1,2002,1,0.3
瑞祥熙园,11312,黄陂,汉口北,(黄陂汉口北)汉黄路瑞祥熙园,武汉盘龙城生态科技园有限公司,武汉盘龙城生态科技园有限公司,13,572,114.323255,30.696552,114.311253588244,30.6931323777957,0,2009,3,0.5
依水园,11312,东湖高新,金融港,(东湖高新金融港)玉叶路1号,业主自筹物业,无开发商,6,252,114.41102473757,30.432966304133,114.398934702454,30.4295306905791,0,1990,1,0.6
天玺花园,11318,黄陂,盘龙城,(黄陂盘龙城)城开路天玺花园小区,湖北诚信物业管理有限责任公司,武汉城开房地产开发有限公司,11,374,114.274437,30.72625,114.262521935147,30.7226152048759,0,2008,1,1.5
余华岭佳园,11323,江岸,塔子湖,(江岸塔子湖)三环线余华岭佳园,暂无信息,暂无信息,20,4121,114.292407,30.665021,114.280413374193,30.6616911451132,3,0,0,-1.0
紫菘枫尚国际大厦,11326,东湖高新,民族大道,(东湖高新民族大道)民族大道159号,武汉紫菘物业服务有限公司,湖北建宏置业投资有限公司,1,404,114.40474,30.502036,114.392646358706,30.4984855310208,2,2005,1,2.6
西湖庭苑,11338,东西湖,吴家山,(东西湖吴家山)吴家山二支沟(东西湖法院旁),无物业管理服务,武汉天元物业发展有限公司,4,286,114.158928,30.630106,114.146743746264,30.6264555040366,1,2006,1,0.8
